Tape_nr,Programtittel,Tid,Dato,Format,Innhold,Personer,Produsent,Rettigheter,Oppdragsgiver,Generasjon,Merknader,Column,Column 14,Column 15
A1438,Den globale fisken,00:27:00,01.01.2006,DVCPro,Filmens hovedperson er den 25 år gamle kinesisktalende redersønnen Fredrik Remøy fra Ålesund. Målet hans er å selge norsk fisk til Kina. Vi følger ham gjennom oppturer og nedturer. I Thailand møter vi to personer som begge er berørt av den globale handelen med fisk.  Den tidligere kystfiskeren Jurun Rachapol og rekoppdretteren Worranee Chanche.,Fredrik Remøy  Worranee Chanche  Jurun Rachapol,"Univisjon, Arnt Brandseth",Univisjon,,Master,Med teksting,X Frode,,
DV0223,The Weathers Face,,01.01.2002,DV,Et program om Vilhelm Bjerknes.  Engelsk versjon,,Univisjon,Univisjon,,Master,,X Frode,,
a0485,L+ En klode-et miljø,,01.01.2002,DVCPro,L+ En klode-et miljø. MASTER,,Astrid Rommetveit,,UD,,,X Frode,,
a1493,AID for TRADE,00:07:05,01.01.2007,DVCPro50,AID for TRADE,Kai Roger Hennum,Astrid Rommetveit / Bjørn Bøthun,Univisjon,Felleskjøpet,Master,,X Frode,,
a1483,Showreel 2007,00:04:00,01.01.2007,DVCPro50,Showreel 2007,,Frode Ims,Univisjon,,Master,,X Frode,,
a1482,The first co2 victims?,,01.01.2007,DVCPro50,PILOT Carboocean. The first co2 victims?,,Bjørn Vassnes,kun intervjubilder,,Master,,X Frode,,
a1468,Trade not aid,00:13:46,01.01.2006,DVCPro50,"Trade not aid, clean master","Vigdis Broch Due, Kai Roger Hennum",Astrid Rommetveit / Bjørn Bøthun,Univisjon,UD,Master,,X Frode,,
A1435,Fargespill 2006,00:17:00,01.10.2006,DVCPro,En film om prosessen mot en forstilling av og med barn og ungdom fra 19 ulike nasjoner. ,"Ole Hamre, Sissel Saue, Hilde Sol Erdal",Arnt Brandseth,Univisjon,Sparebanken Vest,Master,,X Frode,,
a1501,AID for TRADE,00:07:21,01.01.2007,DVCPro50,AID for TRADE. Portugisisk versjon,Kai Roger Hennum,Astrid Rommetveit / Bjørn Bøthun,Univisjon,Felleskjøpet,Master,,X Frode,,
a1560,Carboocean,,01.01.2007,DVCPro50,Master CARBOOCEAN,,"Bjørn Bøthun, Inger Lisbeth Ødesneltvedt",,,,,X Frode,,
a00387,Blå Rikdom,00:53:00,15.12.2000,DVCPro50,"Blå rikdom 1: Blå rikdom. Lofoten, Italia, USA, Mitioro, VietNam. Engelsk m txt",,Nils Arne Sæbø,Univisjon/NRK,,Master,,X Frode,,
a0631,Blå Rikdom,00:53:00,15.12.2000,DVCPro50,"Blå rikdom 2: Drømmen om den store fangsten. Peru, Kina, Ghana, Aral. Engelsk m txt",,Nils Arne Sæbø,Univisjon/NRK,,Master,,X Frode,,
a0630,Blå Rikdom,00:53:00,15.12.2000,DVCPro50,"Blå rikdom 3: Der haiene styrer. Island, Kenya, Norge, Japan. engelsk m txt",,Nils Arne Sæbø,Univisjon/NRK,,Master,,X Frode,,
a1571,Blå Rikdom,00:53:00,15.12.2000,DVCPro50,"Blå rikdom 1: Blå rikdom. Lofoten, Italia, USA, Mitioro, VietNam. Norsk, fra nrk m tekst",,Nils Arne Sæbø,Univisjon/NRK,,Master,,X Frode,,
a1572,Blå Rikdom,00:53:00,15.12.2000,DVCPro50,"Blå rikdom 2: Drømmen om den store fangsten. Peru, Kina, Ghana, Aral. Norsk fra nrk m tekst",,Nils Arne Sæbø,Univisjon/NRK,,Master,,X Frode,,
a1573,Blå Rikdom,00:53:00,15.12.2000,DVCPro50,"Blå rikdom 3: Der haiene styrer. Island, Kenya, Norge, Japan. Norsk fra nrk m tekst",,Nils Arne Sæbø,Univisjon/NRK,,Master,,X Frode,,
A1668,Fjernvarme,,20.11.2007,DVCPro,Oppdragsvideo for BIR,,Astrid Rommetveit,,BIR,Master,,X Frode,,
a0861,Utenfor eden,,01.01.2005,DVCPro,Utenfor eden. Offline Tibet,,Nils Arne Sæbø,,NRK,,,,,
a1166,Forskning.no,,01.01.2006,DVCPro50,Forskning.no  - samletape 2006. 1. Skanner sparer museliv. 2. Fødselsdepresjon. 3. Søvnløshet. 4. Kriminalforskning. 5. DNA-chip. 6. Mikrofly,,Diverse,Univisjon,Forskning.no,,,X Frode,,
a1378,Veterinærinstituttet overvåker fiskehelsen,,01.08.2007,DVCPro50,Veterinærinstituttet overvåker fiskehelsen,,Arnt Brandseth,Univisjon,,,,X Frode,,
a1400,Holberg symposium 2006,00:50:47,01.01.2006,DVCPro50,Holberg symposium 2006. Shmuel N. Eisenstadt. TV del 1,Shmuel N. Eisenstadt ,Holberg,Holberg,Holberg,,,X Frode,,
a1510,Holberg symposium 2006,00:55:28,01.01.2006,DVCPro50,Holberg symposium 2006. Shmuel N. Eisenstadt. TV del 2,Shmuel N. Eisenstadt ,Holberg,Holberg,Holberg,,,X Frode,,
a1512,Holberg symposium 2006,01:20:38,01.01.2006,DVCPro50,Holberg symposium 2006. Shmuel N. Eisenstadt. DVD del 1,Shmuel N. Eisenstadt ,Holberg,Holberg,Holberg,,,X Frode,,
a1511,Holberg symposium 2006,01:37:50,01.01.2006,DVCPro50,Holberg symposium 2006. Shmuel N. Eisenstadt. DVD del 2,Shmuel N. Eisenstadt ,Holberg,Holberg,Holberg,,,X Frode,,
a1754,En oppskrift på fattigdom,00:15:40,01.01.2007,DVCPro50,En oppskrift på fattigdom,Vigdis Broch Due,Astrid Rommetveit,Univisjon,UD,,,X Frode,,
a1812,Marineholmen,00:03:30,27.05.08,DVCPro50,MARINEHOLMEN 2008,,Siv Systad,Univisjon,Rieber Eiendom,,,X Frode,,
a1484,Forskning.no,,01.01.2007,DVCPro50,Forskning.no  - samletape 2007. 1. De første CO2-ofrene. 2. Akupunktur mot hetetokter. 3. Etterforsker og forsker. 4. Isfri Istid,,Diverse,Univisjon,Forskning.no,,,X Frode,,
a1516,Jakta på polarstormen,00:54:00,01.01.2008,DVCPro50,Jakta på polarstormen. Norsk versjon m tekst,,Univisjon og Alligator,Univisjon,,,,X Frode,,
a2014,Jakta på polarstormen,00:54:00,01.01.2008,DVCPro50,Jakta på polarstormen. Chasing the polar low. Engelsk versjon m tekst,,Univisjon og Alligator,Univisjon,,,,X Frode,,
a2015,Jakta på polarstormen,00:54:28,01.01.2008,DVCPro50,"Jakta på polarstormen. Norsk versjon fra NRK, clean",,Univisjon og Alligator,Univisjon,,,,X Frode,,
a1181,Om golfstrømmen skulle stanse...,00:29:00,01.01.2001,DVCPro25,Om golfstrømmen skulle stanse...,,Bjørn Vassnes,,NRK,,,,,
a2019,Jakta på polarstormen,00:54:28,01.01.2008,DVCPro50,Jakta på polarstormen -Back-up før fargekorrigering,,Univisjon og Alligator,Univisjon,,,,-,,
A2052,Griegakademiet,,01.01.2009,DVCPro50,Griegakademiet. versjon 1: Søknadsfrist -  web. versjon 2: u/ logo. versjon 3: clean ,,Univisjon,Univisjon,Griegakademiet,,,X Frode,,
a2033,Polarstormen forskerversjon,,01.01.2008,DVCPro50,Polarstormen forskerversjon. norsk og engelsk versjon,,Univisjon,Univisjon,IPY Thorpex,,,,,
a2025,Carboocean - Hunting for co2,00:55:00,01.01.2009,DVCPro50,Carboocean. Hunting for co2. Første versjon DVD,,Univisjon,Univisjon,Carboocean,,,X Frode,,
a2026,Carboocean - Hunting for co2,00:55:00,01.01.2009,DVCPro50,Carboocean. Hunting for co2. Første versjon DVD,,Univisjon,Univisjon,Carboocean,,,X Frode,,
a2049,Carboocean - Hunting for co2,00:29:00,01.01.2009,DVCPro50,Carboocean. Hunting for co2. Spansk tekst,,Univisjon,Univisjon,Carboocean,,,X Frode,,
a2048,Carboocean - Hunting for co2,00:29:00,01.01.2009,DVCPro50,Carboocean. Hunting for co2. Tysk tekst,,Univisjon,Univisjon,Carboocean,,,X Frode,,
a2050,Carboocean - Hunting for co2,00:29:00,01.01.2009,DVCPro50,Carboocean. Hunting for co2. Fransk tekst,,Univisjon,Univisjon,Carboocean,,,X Frode,,
a2037,Carboocean - Hunting for co2,00:29:00,01.01.2009,DVCPro50,Carboocean. Hunting for co2. NRK2 versjon,,Univisjon,Univisjon,Carboocean,,,X Frode,,
a2051,Carboocean - Hunting for co2,00:29:00,01.01.2009,DVCPro50,"Carboocean. Hunting for co2. NRK2 versjon. Clean versjon, I-lyd",,Univisjon,Univisjon,Carboocean,,,X Frode,,
a2022,Carboocean - Hunting for co2,00:50:00,01.01.2009,DVCPro50,"Carboocean. Hunting for co2. Kunnskapskanalen versjon. Clean versjon, I-lyd",,Univisjon,Univisjon,Carboocean,,,X Frode,,
a2023,Carboocean - Hunting for co2,00:50:00,01.01.2009,DVCPro50,Carboocean. Hunting for co2. Kunnskapskanalen versjon,,Univisjon,Univisjon,Carboocean,,,X Frode,,
a2046,Vitenskapshvelvet,00:30:00,01.01.2010,DVCPro50,Vitenskapshvelvet Program 1,,May-Britt Skjelvik,,,Master,,X Frode,,
a2053,Jakta på Polarstormen,,01.01.2010,DVCPro50,Jakta på Polarstormen. Final mix. Clean master,,Univisjon,Univisjon,IPY Thopex EU,,,X Frode,,
a2054,Jakta på Polarstormen,,01.01.2010,DVCPro50,Jakta på Polarstormen. I-lyd. Clean master,,Univisjon,Univisjon,IPY Thopex EU,,,X Frode,,
a1560,Carboocean,,,DVCPro50,Carboocean. MASTER av de første filmene.,,"Bjørn Bøhtun, Inger L Ødesneltvedt",Univisjon,Carboocean,,,,,
,  ,,,,,,,,,,,,,
A0070,På jakt etter de første nordmenn,00:32:09,00.00.1989,DVCPro,"Fosenstraumen, Radøy",,,AV-avd UiB,NRK,kopi av master,UREG,X Frode,,
A00335,Grieg - Engelsk,,,DVCPro,,,,,,,UREG,X Frode,,
A00336,Grieg - Norsk,,,DVCPro,,,,,,,UREG,X Frode,,
A1878,Forskning.no 2009_del1,,,DVCPro,"Reportasjer. Eldre og Kreativitet, Simulert vær, Sykemelding, Blokkfløytemannen, Kutling, Bergen Museum",,,,,,UREG,X Frode,,
A2041,Forskning.no 2009_del2,,,DVCPro,"Bergen Museum, Klode-Forskningsdagene 2009",,,,,,UREG,X Frode,,
A1253,Vendepunkt 1:4 Lykkelige omstendigheter,00:29:00,,DVCPro50,,,,Univisjon,,,UREG,X Frode,,
A1275,Første Semester - en informasjonsfilm om Universitetet i Bergen,00:27:02,,DVCPro,,,,,,kopi av master,UREG,X Frode,,
A1277,Møte med Knut Fægri,00:30:35,,DVCPro,,,,,,kopi av master,UREG,X Frode,,
A1269,Med en skje at Æde,00:09:50,00.00.1987,DVCPro,,,,,,kopi av master,UREG,X Frode,,
A0556,Erasmus - Fransk versjon,,,,,,,,,,UREG,X Frode,,
A1276,Botanisk Institutt - Jubileumsvideo,00:20:50,,DVCPro,,,,,,kopi av master,UREG,X Frode,,
,"Forskeren, musikeren og mennesket. Erik Waaler",00:42:00,00.00.1982,DV,,,,,,kopi av master,UREG/UNR,X Frode,,
,Vendepunkt sesong 2 Episode 4 Finne roen,,,DVCPro50,,,,,,,UREG/UNR,X Frode,,
,Vendepunkt sesong 2 prog 1 Barnløse fugler,00:29:00,,DVCPro50,,,,,,,UREG/UNR,X Frode,,
,Vendepunkt 4:4 Når kroppen svikter,00:29:00,,DVCPro50,,,,,,,UREG/UNR,X Frode,,
,Vendepunkt 3:4 Alene tilbake,00:29:00,,DVCPro50,,,,,,,UREG/UNR,X Frode,,
,Vendepunkt 2:4 Bare en jobb,00:29:00,,DVCPro50,,,,,,,UREG/UNR,X Frode,,
,Vendepunkt 1:4 Lykkelige omstendigheter,00:29:00,,DVCPro50,,,,,,,UREG/UNR,X Frode,,
,Carboocean - Hunting for co2,,,DVCPro50,,,,,,,UREG/UNR,X Frode,,
,Vendepunkt sesong 2 episode 2 Restart,00:29:00,,DVCPro50,,,,,,,UREG/UNR,X Frode,,
,Vendepunkt sesong 2 episode 3 Ut av avhengigheten,00:29:00,,DVCPro50,,,,,,,UREG/UNR,X Frode,,
,Haukeland Sykehus - Et samfunn i samfunnet,00:35:58,,DVCPro,,,,,,,UREG/UNR,X Frode,,
A0470,Barndommens rike prg 1 Det lekende barnet,,,DVCpro 25,,,,,,,UREG,X Frode,,
A0457,Barndommens rike prg 1 Det lekende barnet,,,DVCpro 25,,,,,,DUB,UREG,X Frode,,
A0468,Barndommens rike prg 2 Det talentfulle barnet,,,DVCpro 25,,,,,,,UREG,X Frode,,
A0469,Barndommens rike prg 3 Barnet og familien,,,DVCpro 25,,,,,,,UREG,X Frode,,
A0467,Barndommens rike prg 4 Den tøffe barndommen,,,DVCpro 25,,,,,,,UREG,X Frode,,
3198,vekternes spor,,,umatic,,,,,,,,ikke spillbar,,
,"Virtue, Frede Thingstad Marine micro ecology",,17.02.1999,dvcpro,,,,,,,UREG,X Frode,,
,"Virtue, Gunnar Bratbak MME Marine viruses",,,dvcpro,,,,,,,UREG,X Frode,,
A0128,Etterutdanning i språkdidakktikk med IKT,,,dvcpro25,,,,,,,,,,
A00382,Elektromagnetiske felt og vekselvirkninger med kroppen,,,dvcpro25,,,,,,,UREG,X Frode,,
A0625,Holbergjubileet 1984 i Bergen,01:40:00,00.00.1984,dvcpro25,,,,,,,UREG,X Frode,,
A00389,Blå rikdom 3,,,dvcpro50,,,,,,,UREG,X Frode,,
A0279,Gjenoppliving av nyfødte,00:15:30,,dvcpro,,,,,,,UREG,X Frode,,dub
,Haemoglobin - The properties of Enzymes,,,dvcpro,,,,BBC - open university?,,,UREG,X Frode,,
,The properties of Enzymes,,,dvcpro,,,,BBC - open university?,,,UREG,X Frode,,
A0462,Barndommens rike. Program 4,00:29:00,31.1.2002,DVCPro,"Barndommens rike program 4. Den tøffe barndommen.
 50 Mbs",,Arnt Brandseth/May-Britt Skjelvik,Univisjon,,Master,,X Frode,,
A0465,Barndommens rike prg 2 Det talentfulle barnet,,,DVCpro 25,,,,,,,UREG,X Frode,,
A1046,MR-video,,,DVCpro50,,,,,,,UREG,X Frode,,
,Vannets historie,00:50:00,01.01.2001,DVMini,"Vannets historie 1
 Språkversjon Norsk",,NRK,NRK,,DUB,UREG,X Frode,,
,Vannets historie,00:50:00,01.01.2001,DVMini,Vannets historie 2 Språkversjon Norsk,,NRK,NRK,,DUB,UREG,X Frode,,
,Vannets historie,00:50:00,01.01.2001,DVMini,Vannets historie 3 Språkversjon Norsk,,NRK,NRK,,DUB,UREG,X Frode,,
